"dt_sin_pri","n.casos"
2020-03-22,7
2020-03-29,7
2020-04-19,1
2020-04-26,3
2020-05-03,2
2020-05-10,1
2020-05-17,2
2020-05-24,1
2020-05-31,7
2020-06-07,4
2020-06-14,6
2020-06-21,8
2020-06-28,10
2020-07-05,8
2020-07-12,3
2020-07-19,8
2020-07-26,12
2020-08-02,9
2020-08-09,12
2020-08-16,17
2020-08-23,10
2020-08-30,13
2020-09-06,8
2020-09-13,7
2020-09-20,6
2020-09-27,9
2020-10-04,3
2020-10-11,3
2020-10-18,1
2020-10-25,1
2020-11-01,2
2020-11-08,2
2020-11-15,1
2020-11-22,1
2020-11-29,1
2020-12-06,3
2020-12-13,1
2020-12-20,3
2020-12-27,8
2021-01-03,7
2021-01-10,7
2021-01-17,7
2021-01-24,4
2021-01-31,7
2021-02-07,7
2021-02-21,10
2021-02-28,21
2021-03-07,30
2021-03-14,26
2021-03-21,27
2021-03-28,19
2021-04-04,20
2021-04-11,22
2021-04-18,20
2021-04-25,16
2021-05-02,7
2021-05-09,13
2021-05-16,12
2021-05-23,13
2021-05-30,11
2021-06-06,6
2021-06-13,6
2021-06-20,6
2021-06-27,2
2021-07-04,2
2021-07-11,2
2021-07-18,1
2021-08-01,3
2021-08-08,2
