"dt_notific","n.notific"
2020-03-22,2
2020-03-29,25
2020-04-05,35
2020-04-12,44
2020-04-19,46
2020-04-26,74
2020-05-03,108
2020-05-10,102
2020-05-17,130
2020-05-24,149
2020-05-31,122
2020-06-07,96
2020-06-14,116
2020-06-21,132
2020-06-28,88
2020-07-05,70
2020-07-12,63
2020-07-19,81
2020-07-26,73
2020-08-02,61
2020-08-09,34
2020-08-16,60
2020-08-23,64
2020-08-30,73
2020-09-06,55
2020-09-13,51
2020-09-20,48
2020-09-27,44
2020-10-04,37
2020-10-11,43
2020-10-18,35
2020-10-25,40
2020-11-01,48
2020-11-08,61
2020-11-15,56
2020-11-22,68
2020-11-29,67
2020-12-06,74
2020-12-13,67
2020-12-20,75
2020-12-27,50
2021-01-03,35
2021-01-10,41
2021-01-17,43
2021-01-24,35
2021-01-31,37
2021-02-07,37
2021-02-14,30
2021-02-21,65
2021-02-28,41
2021-03-07,57
2021-03-14,64
2021-03-21,107
2021-03-28,127
2021-04-04,127
2021-04-11,121
2021-04-18,97
2021-04-25,86
2021-05-02,69
2021-05-09,68
2021-05-16,57
2021-05-23,58
2021-05-30,63
2021-06-06,62
2021-06-13,76
2021-06-20,41
2021-06-27,50
2021-07-04,32
2021-07-11,25
2021-07-18,14
2021-07-25,11
2021-08-01,13
2021-08-08,19
2021-08-15,24
2021-08-22,10
2021-08-29,16
2021-09-05,6
2021-09-12,14
2021-09-19,10
2021-09-26,2
