"dt_evoluca","n.casos"
2020-03-22,1
2020-03-29,4
2020-04-05,7
2020-04-12,8
2020-04-19,5
2020-04-26,19
2020-05-03,14
2020-05-10,21
2020-05-17,30
2020-05-24,31
2020-05-31,37
2020-06-07,31
2020-06-14,39
2020-06-21,35
2020-06-28,44
2020-07-05,19
2020-07-12,25
2020-07-19,25
2020-07-26,21
2020-08-02,17
2020-08-09,18
2020-08-16,15
2020-08-23,18
2020-08-30,17
2020-09-06,26
2020-09-13,22
2020-09-20,17
2020-09-27,13
2020-10-04,15
2020-10-11,5
2020-10-18,10
2020-10-25,10
2020-11-01,8
2020-11-08,13
2020-11-15,11
2020-11-22,16
2020-11-29,10
2020-12-06,25
2020-12-13,17
2020-12-20,15
2020-12-27,16
2021-01-03,14
2021-01-10,15
2021-01-17,13
2021-01-24,6
2021-01-31,10
2021-02-07,8
2021-02-14,13
2021-02-21,9
2021-02-28,7
2021-03-07,15
2021-03-14,16
2021-03-21,42
2021-03-28,54
2021-04-04,62
2021-04-11,59
2021-04-18,63
2021-04-25,52
2021-05-02,29
2021-05-09,35
2021-05-16,33
2021-05-23,27
2021-05-30,32
2021-06-06,28
2021-06-13,27
2021-06-20,31
2021-06-27,22
2021-07-04,19
2021-07-11,22
2021-07-18,14
2021-07-25,12
2021-08-01,7
2021-08-08,7
2021-08-15,3
2021-08-22,4
2021-08-29,6
2021-09-05,6
2021-09-12,2
2021-09-19,4
2021-09-26,5
2021-10-03,2
2021-10-17,1
