"dt_sin_pri","n.casos"
2020-01-26,1
2020-02-16,1
2020-03-08,3
2020-03-15,6
2020-03-22,3
2020-03-29,10
2020-04-05,10
2020-04-12,8
2020-04-19,9
2020-04-26,3
2020-05-03,6
2020-05-10,4
2020-05-17,8
2020-05-24,10
2020-05-31,10
2020-06-07,12
2020-06-14,15
2020-06-21,8
2020-06-28,10
2020-07-05,21
2020-07-12,25
2020-07-19,31
2020-07-26,35
2020-08-02,27
2020-08-09,37
2020-08-16,30
2020-08-23,23
2020-08-30,18
2020-09-06,18
2020-09-13,11
2020-09-20,5
2020-09-27,7
2020-10-04,4
2020-10-11,7
2020-10-18,3
2020-10-25,5
2020-11-01,3
2020-11-08,4
2020-11-15,12
2020-11-22,10
2020-11-29,4
2020-12-06,10
2020-12-13,12
2020-12-20,8
2020-12-27,10
2021-01-03,18
2021-01-10,21
2021-01-17,20
2021-01-24,13
2021-01-31,17
2021-02-07,16
2021-02-14,10
2021-02-21,11
2021-02-28,13
2021-03-07,21
2021-03-14,38
2021-03-21,25
2021-03-28,17
2021-04-04,20
2021-04-11,26
2021-04-18,38
2021-04-25,46
2021-05-02,44
2021-05-09,38
2021-05-16,39
2021-05-23,45
2021-05-30,50
2021-06-06,49
2021-06-13,52
2021-06-20,33
2021-06-27,39
2021-07-04,38
2021-07-11,23
2021-07-18,14
2021-07-25,21
2021-08-01,16
2021-08-08,17
2021-08-15,16
2021-08-22,19
2021-08-29,8
2021-09-05,9
2021-09-12,7
2021-09-19,5
2021-09-26,1
