"dt_notific","n.notific"
2020-02-16,1
2020-03-15,6
2020-03-22,2
2020-03-29,9
2020-04-05,7
2020-04-12,8
2020-04-19,12
2020-04-26,2
2020-05-03,7
2020-05-10,7
2020-05-17,5
2020-05-24,8
2020-05-31,6
2020-06-07,12
2020-06-14,15
2020-06-21,10
2020-06-28,9
2020-07-05,14
2020-07-12,24
2020-07-19,21
2020-07-26,31
2020-08-02,31
2020-08-09,34
2020-08-16,38
2020-08-23,28
2020-08-30,16
2020-09-06,22
2020-09-13,18
2020-09-20,8
2020-09-27,7
2020-10-04,7
2020-10-11,6
2020-10-18,6
2020-10-25,2
2020-11-01,6
2020-11-08,2
2020-11-15,3
2020-11-22,6
2020-11-29,14
2020-12-06,6
2020-12-13,13
2020-12-20,13
2020-12-27,5
2021-01-03,6
2021-01-10,11
2021-01-17,29
2021-01-24,26
2021-01-31,10
2021-02-07,17
2021-02-14,13
2021-02-21,19
2021-02-28,6
2021-03-07,9
2021-03-14,19
2021-03-21,39
2021-03-28,29
2021-04-04,20
2021-04-11,22
2021-04-18,32
2021-04-25,25
2021-05-02,51
2021-05-09,48
2021-05-16,40
2021-05-23,48
2021-05-30,45
2021-06-06,41
2021-06-13,59
2021-06-20,50
2021-06-27,40
2021-07-04,42
2021-07-11,28
2021-07-18,32
2021-07-25,12
2021-08-01,22
2021-08-08,20
2021-08-15,16
2021-08-22,17
2021-08-29,15
2021-09-05,13
2021-09-12,6
2021-09-19,7
2021-09-26,8
2021-10-03,2
