"dt_notific","n.notific"
2020-03-29,1
2020-04-05,1
2020-05-03,1
2020-05-10,2
2020-05-17,1
2020-05-24,1
2020-05-31,3
2020-06-07,5
2020-06-14,8
2020-06-21,4
2020-06-28,5
2020-07-05,11
2020-07-12,12
2020-07-19,14
2020-07-26,18
2020-08-02,22
2020-08-09,18
2020-08-16,21
2020-08-23,12
2020-08-30,11
2020-09-06,12
2020-09-13,13
2020-09-20,5
2020-09-27,5
2020-10-04,4
2020-10-11,1
2020-11-01,3
2020-11-08,2
2020-11-15,1
2020-11-22,4
2020-11-29,12
2020-12-06,4
2020-12-13,9
2020-12-20,7
2020-12-27,4
2021-01-03,5
2021-01-10,10
2021-01-17,25
2021-01-24,22
2021-01-31,9
2021-02-07,13
2021-02-14,14
2021-02-21,17
2021-02-28,7
2021-03-07,7
2021-03-14,17
2021-03-21,37
2021-03-28,25
2021-04-04,19
2021-04-11,26
2021-04-18,40
2021-04-25,26
2021-05-02,54
2021-05-09,55
2021-05-16,46
2021-05-23,47
2021-05-30,42
2021-06-06,37
2021-06-13,55
2021-06-20,46
2021-06-27,34
2021-07-04,34
2021-07-11,28
2021-07-18,27
2021-07-25,18
2021-08-01,15
2021-08-08,15
2021-08-15,12
2021-08-22,12
2021-08-29,10
2021-09-05,11
2021-09-12,6
2021-09-19,6
2021-09-26,6
2021-10-03,2
2021-10-10,3
2021-10-17,1
