"data","n.casos","estimate","estimate.merged","estimate.merged.smooth","lower.merged.pred","upper.merged.pred"
2020-03-15,9,NA,9,NA,NA,NA
2020-03-22,24,NA,24,NA,NA,NA
2020-03-29,25,NA,25,NA,NA,NA
2020-04-05,27,NA,27,NA,NA,NA
2020-04-12,28,NA,28,NA,NA,NA
2020-04-19,33,NA,33,NA,NA,NA
2020-04-26,33,NA,33,NA,NA,NA
2020-05-03,34,NA,34,NA,NA,NA
2020-05-10,33,NA,33,NA,NA,NA
2020-05-17,45,NA,45,NA,NA,NA
2020-05-24,26,NA,26,NA,NA,NA
2020-05-31,49,NA,49,NA,NA,NA
2020-06-07,57,NA,57,NA,NA,NA
2020-06-14,56,NA,56,NA,NA,NA
2020-06-21,60,NA,60,NA,NA,NA
2020-06-28,76,NA,76,NA,NA,NA
2020-07-05,72,NA,72,NA,NA,NA
2020-07-12,85,NA,85,NA,NA,NA
2020-07-19,92,NA,92,NA,NA,NA
2020-07-26,96,NA,96,NA,NA,NA
2020-08-02,99,NA,99,NA,NA,NA
2020-08-09,74,NA,74,NA,NA,NA
2020-08-16,86,NA,86,NA,NA,NA
2020-08-23,70,NA,70,NA,NA,NA
2020-08-30,85,NA,85,NA,NA,NA
2020-09-06,91,NA,91,NA,NA,NA
2020-09-13,92,NA,92,NA,NA,NA
2020-09-20,93,NA,93,NA,NA,NA
2020-09-27,68,NA,68,NA,NA,NA
2020-10-04,77,NA,77,NA,NA,NA
2020-10-11,69,NA,69,NA,NA,NA
2020-10-18,58,NA,58,NA,NA,NA
2020-10-25,51,NA,51,NA,NA,NA
2020-11-01,47,NA,47,NA,NA,NA
2020-11-08,42,NA,42,NA,NA,NA
2020-11-15,61,NA,61,NA,NA,NA
2020-11-22,49,NA,49,NA,NA,NA
2020-11-29,67,NA,67,NA,NA,NA
2020-12-06,52,NA,52,NA,NA,NA
2020-12-13,51,NA,51,NA,NA,NA
2020-12-20,58,NA,58,NA,NA,NA
2020-12-27,91,NA,91,NA,NA,NA
2021-01-03,123,NA,123,NA,NA,NA
2021-01-10,113,NA,113,NA,NA,NA
2021-01-17,85,NA,85,NA,NA,NA
2021-01-24,75,NA,75,NA,NA,NA
2021-01-31,74,NA,74,NA,NA,NA
2021-02-07,75,NA,75,NA,NA,NA
2021-02-14,95,NA,95,NA,NA,NA
2021-02-21,119,NA,119,NA,NA,NA
2021-02-28,78,NA,78,NA,NA,NA
2021-03-07,111,NA,111,NA,NA,NA
2021-03-14,175,NA,175,NA,NA,NA
2021-03-21,188,NA,188,NA,NA,NA
2021-03-28,149,NA,149,NA,NA,NA
2021-04-04,124,NA,124,NA,NA,NA
2021-04-11,131,NA,131,NA,NA,NA
2021-04-18,124,NA,124,NA,NA,NA
2021-04-25,104,NA,104,NA,NA,NA
2021-05-02,132,NA,132,NA,NA,NA
2021-05-09,145,NA,145,NA,NA,NA
2021-05-16,167,NA,167,NA,NA,NA
2021-05-23,194,NA,194,NA,NA,NA
2021-05-30,234,NA,234,NA,NA,NA
2021-06-06,229,NA,229,NA,NA,NA
2021-06-13,177,NA,177,NA,NA,NA
2021-06-20,146,NA,146,NA,NA,NA
2021-06-27,135,NA,135,NA,NA,NA
2021-07-04,122,NA,122,NA,NA,NA
2021-07-11,73,NA,72,NA,NA,NA
2021-07-18,NA,92,92,NA,92,93
2021-07-25,NA,63,63,NA,62,66
2021-08-01,NA,58,58,NA,57,62
2021-08-08,NA,35,35,NA,34,39
2021-08-15,NA,33,33,NA,31,37
2021-08-22,NA,26,26,NA,23,31
2021-08-29,NA,18,18,NA,13,26
2021-09-05,NA,10,10,NA,3,22
2021-09-12,NA,12,12,NA,2,33
