"data","n.casos","estimate","estimate.merged","estimate.merged.smooth","lower.merged.pred","upper.merged.pred"
2020-03-22,5,NA,5,NA,NA,NA
2020-03-29,6,NA,6,NA,NA,NA
2020-04-05,4,NA,4,NA,NA,NA
2020-04-12,7,NA,7,NA,NA,NA
2020-04-19,8,NA,8,NA,NA,NA
2020-04-26,16,NA,16,NA,NA,NA
2020-05-03,11,NA,11,NA,NA,NA
2020-05-10,11,NA,11,NA,NA,NA
2020-05-17,19,NA,19,NA,NA,NA
2020-05-24,8,NA,8,NA,NA,NA
2020-05-31,23,NA,23,NA,NA,NA
2020-06-07,30,NA,30,NA,NA,NA
2020-06-14,26,NA,26,NA,NA,NA
2020-06-21,29,NA,29,NA,NA,NA
2020-06-28,47,NA,47,NA,NA,NA
2020-07-05,38,NA,38,NA,NA,NA
2020-07-12,55,NA,55,NA,NA,NA
2020-07-19,61,NA,61,NA,NA,NA
2020-07-26,65,NA,65,NA,NA,NA
2020-08-02,59,NA,59,NA,NA,NA
2020-08-09,40,NA,40,NA,NA,NA
2020-08-16,54,NA,54,NA,NA,NA
2020-08-23,44,NA,44,NA,NA,NA
2020-08-30,51,NA,51,NA,NA,NA
2020-09-06,64,NA,64,NA,NA,NA
2020-09-13,56,NA,56,NA,NA,NA
2020-09-20,66,NA,66,NA,NA,NA
2020-09-27,49,NA,49,NA,NA,NA
2020-10-04,50,NA,50,NA,NA,NA
2020-10-11,44,NA,44,NA,NA,NA
2020-10-18,36,NA,36,NA,NA,NA
2020-10-25,25,NA,25,NA,NA,NA
2020-11-01,26,NA,26,NA,NA,NA
2020-11-08,19,NA,19,NA,NA,NA
2020-11-15,43,NA,43,NA,NA,NA
2020-11-22,29,NA,29,NA,NA,NA
2020-11-29,39,NA,39,NA,NA,NA
2020-12-06,33,NA,33,NA,NA,NA
2020-12-13,34,NA,34,NA,NA,NA
2020-12-20,40,NA,40,NA,NA,NA
2020-12-27,64,NA,64,NA,NA,NA
2021-01-03,80,NA,80,NA,NA,NA
2021-01-10,79,NA,79,NA,NA,NA
2021-01-17,55,NA,55,NA,NA,NA
2021-01-24,62,NA,62,NA,NA,NA
2021-01-31,57,NA,57,NA,NA,NA
2021-02-07,56,NA,56,NA,NA,NA
2021-02-14,71,NA,71,NA,NA,NA
2021-02-21,97,NA,97,NA,NA,NA
2021-02-28,64,NA,64,NA,NA,NA
2021-03-07,93,NA,93,NA,NA,NA
2021-03-14,159,NA,159,NA,NA,NA
2021-03-21,166,NA,166,NA,NA,NA
2021-03-28,121,NA,121,NA,NA,NA
2021-04-04,109,NA,109,NA,NA,NA
2021-04-11,115,NA,115,NA,NA,NA
2021-04-18,103,NA,103,NA,NA,NA
2021-04-25,84,NA,84,NA,NA,NA
2021-05-02,114,NA,114,NA,NA,NA
2021-05-09,120,NA,120,NA,NA,NA
2021-05-16,131,NA,131,NA,NA,NA
2021-05-23,156,NA,156,NA,NA,NA
2021-05-30,193,NA,193,NA,NA,NA
2021-06-06,203,NA,203,NA,NA,NA
2021-06-13,153,NA,153,NA,NA,NA
2021-06-20,125,NA,125,NA,NA,NA
2021-06-27,106,NA,106,NA,NA,NA
2021-07-04,NA,84,84,NA,84,84
2021-07-11,NA,43,43,NA,43,45
2021-07-18,NA,61,61,NA,61,64
2021-07-25,NA,34,34,NA,33,38
2021-08-01,NA,35,35,NA,31,41
2021-08-08,NA,21,21,NA,16,29
2021-08-15,NA,23,23,NA,14,35
2021-08-22,NA,19,19,NA,6,41
2021-08-29,NA,19,19,NA,3,57.0249999999996
