"dt_notific","n.notific"
2020-02-16,1
2020-03-01,2
2020-03-15,1
2020-03-22,7
2020-03-29,9
2020-04-05,10
2020-04-12,8
2020-04-19,7
2020-04-26,8
2020-05-03,7
2020-05-10,9
2020-05-17,7
2020-05-24,3
2020-05-31,9
2020-06-07,5
2020-06-14,13
2020-06-21,8
2020-06-28,16
2020-07-05,22
2020-07-12,22
2020-07-19,15
2020-07-26,22
2020-08-02,31
2020-08-09,19
2020-08-16,21
2020-08-23,19
2020-08-30,16
2020-09-06,18
2020-09-13,13
2020-09-20,25
2020-09-27,19
2020-10-04,19
2020-10-11,22
2020-10-18,18
2020-10-25,7
2020-11-01,7
2020-11-08,9
2020-11-15,6
2020-11-22,12
2020-11-29,8
2020-12-06,16
2020-12-13,15
2020-12-20,11
2020-12-27,16
2021-01-03,17
2021-01-10,29
2021-01-17,35
2021-01-24,23
2021-01-31,25
2021-02-07,20
2021-02-14,24
2021-02-21,18
2021-02-28,28
2021-03-07,45
2021-03-14,35
2021-03-21,58
2021-03-28,73
2021-04-04,57
2021-04-11,39
2021-04-18,33
2021-04-25,37
2021-05-02,31
2021-05-09,33
2021-05-16,26
2021-05-23,42
2021-05-30,43
2021-06-06,61
2021-06-13,66
2021-06-20,50
2021-06-27,45
2021-07-04,31
2021-07-11,28
2021-07-18,22
2021-07-25,16
2021-08-01,15
2021-08-08,17
2021-08-15,13
2021-08-22,10
2021-08-29,2
2021-09-05,3
2021-09-12,3
2021-09-19,3
2021-10-03,1
