"dt_notific","n.notific"
2020-03-22,3
2020-03-29,3
2020-04-05,4
2020-04-12,7
2020-04-19,5
2020-04-26,8
2020-05-03,17
2020-05-10,13
2020-05-17,8
2020-05-24,15
2020-05-31,19
2020-06-07,17
2020-06-14,32
2020-06-21,24
2020-06-28,31
2020-07-05,42
2020-07-12,47
2020-07-19,44
2020-07-26,55
2020-08-02,61
2020-08-09,52
2020-08-16,56
2020-08-23,51
2020-08-30,37
2020-09-06,48
2020-09-13,55
2020-09-20,63
2020-09-27,58
2020-10-04,66
2020-10-11,50
2020-10-18,43
2020-10-25,39
2020-11-01,24
2020-11-08,23
2020-11-15,26
2020-11-22,36
2020-11-29,29
2020-12-06,35
2020-12-13,38
2020-12-20,27
2020-12-27,41
2021-01-03,55
2021-01-10,84
2021-01-17,71
2021-01-24,67
2021-01-31,52
2021-02-07,63
2021-02-14,53
2021-02-21,64
2021-02-28,81
2021-03-07,92
2021-03-14,67
2021-03-21,128
2021-03-28,161
2021-04-04,151
2021-04-11,121
2021-04-18,116
2021-04-25,113
2021-05-02,81
2021-05-09,96
2021-05-16,117
2021-05-23,150
2021-05-30,136
2021-06-06,183
2021-06-13,191
2021-06-20,174
2021-06-27,146
2021-07-04,118
2021-07-11,77
2021-07-18,71
2021-07-25,48
2021-08-01,45
2021-08-08,34
2021-08-15,19
2021-08-22,11
2021-08-29,5
2021-09-05,5
2021-09-12,1
2021-09-19,5
