"dt_sin_pri","n.casos"
2020-02-23,1
2020-03-15,3
2020-03-22,3
2020-03-29,3
2020-04-05,3
2020-04-12,3
2020-04-19,3
2020-04-26,2
2020-05-03,7
2020-05-10,5
2020-05-17,7
2020-05-24,6
2020-05-31,10
2020-06-07,19
2020-06-14,20
2020-06-21,42
2020-06-28,43
2020-07-05,52
2020-07-12,50
2020-07-19,45
2020-07-26,27
2020-08-02,37
2020-08-09,26
2020-08-16,17
2020-08-23,18
2020-08-30,12
2020-09-06,11
2020-09-13,22
2020-09-20,22
2020-09-27,25
2020-10-04,16
2020-10-11,20
2020-10-18,25
2020-10-25,18
2020-11-01,17
2020-11-08,20
2020-11-15,21
2020-11-22,18
2020-11-29,13
2020-12-06,25
2020-12-13,37
2020-12-20,34
2020-12-27,30
2021-01-03,57
2021-01-10,35
2021-01-17,24
2021-01-24,23
2021-01-31,34
2021-02-07,35
2021-02-14,40
2021-02-21,82
2021-02-28,109
2021-03-07,126
2021-03-14,132
2021-03-21,118
2021-03-28,95
2021-04-04,75
2021-04-11,59
2021-04-18,45
2021-04-25,55
2021-05-02,54
2021-05-09,47
2021-05-16,53
2021-05-23,62
2021-05-30,67
2021-06-06,79
2021-06-13,78
2021-06-20,83
2021-06-27,54
2021-07-04,61
2021-07-11,55
2021-07-18,56
2021-07-25,62
2021-08-01,45
2021-08-08,31
2021-08-15,25
2021-08-22,11
2021-08-29,6
2021-09-05,5
2021-09-12,6
2021-09-19,5
2021-09-26,3
2021-10-03,1
