"data","n.casos","estimate","estimate.merged","estimate.merged.smooth","lower.merged.pred","upper.merged.pred"
2020-04-05,1,NA,1,NA,NA,NA
2020-04-26,1,NA,1,NA,NA,NA
2020-05-03,2,NA,2,NA,NA,NA
2020-05-10,1,NA,1,NA,NA,NA
2020-05-31,1,NA,1,NA,NA,NA
2020-06-07,1,NA,1,NA,NA,NA
2020-06-14,2,NA,2,NA,NA,NA
2020-07-05,2,NA,2,NA,NA,NA
2020-07-12,1,NA,1,NA,NA,NA
2020-07-19,1,NA,1,NA,NA,NA
2020-08-02,3,NA,3,NA,NA,NA
2020-08-09,3,NA,3,NA,NA,NA
2020-08-16,6,NA,6,NA,NA,NA
2020-08-30,1,NA,1,NA,NA,NA
2020-10-11,2,NA,2,NA,NA,NA
2020-10-18,1,NA,1,NA,NA,NA
2020-10-25,3,NA,3,NA,NA,NA
2020-11-01,2,NA,2,NA,NA,NA
2020-11-08,4,NA,4,NA,NA,NA
2020-11-15,13,NA,13,NA,NA,NA
2020-11-22,9,NA,9,NA,NA,NA
2020-11-29,8,NA,8,NA,NA,NA
2020-12-06,6,NA,6,NA,NA,NA
2020-12-13,5,NA,5,NA,NA,NA
2020-12-20,2,NA,2,NA,NA,NA
2020-12-27,5,NA,5,NA,NA,NA
2021-01-03,7,NA,7,NA,NA,NA
2021-01-10,3,NA,3,NA,NA,NA
2021-01-17,2,NA,2,NA,NA,NA
2021-01-24,2,NA,2,NA,NA,NA
2021-01-31,2,NA,2,NA,NA,NA
2021-02-07,14,NA,14,NA,NA,NA
2021-02-14,10,NA,10,NA,NA,NA
2021-02-21,10,NA,10,NA,NA,NA
2021-02-28,14,NA,14,NA,NA,NA
2021-03-07,15,NA,15,NA,NA,NA
2021-03-14,22,NA,22,NA,NA,NA
2021-03-21,24,NA,24,NA,NA,NA
2021-03-28,15,NA,15,NA,NA,NA
2021-04-04,15,NA,15,NA,NA,NA
2021-04-11,24,NA,24,NA,NA,NA
2021-04-18,20,NA,20,NA,NA,NA
2021-04-25,19,NA,19,NA,NA,NA
2021-05-02,37,NA,37,NA,NA,NA
2021-05-09,43,NA,43,NA,NA,NA
2021-05-16,54,NA,54,NA,NA,NA
2021-05-23,58,NA,58,NA,NA,NA
2021-05-30,61,NA,61,NA,NA,NA
2021-06-06,36,NA,36,NA,NA,NA
2021-06-13,21,NA,21,NA,NA,NA
2021-06-20,16,NA,16,NA,NA,NA
2021-06-27,NA,16,16,NA,16,19
2021-07-04,NA,11,11,NA,11,13
2021-07-11,NA,7,7,NA,7,9
2021-07-18,NA,2,2,NA,2,4
2021-07-25,NA,2,2,NA,2,4
2021-08-01,NA,3,3,NA,3,6
2021-08-08,NA,4,4,NA,3,8
2021-08-15,NA,2,2,NA,0,8
2021-08-22,NA,3,3,NA,0,14
