"data","n.casos","estimate","estimate.merged","estimate.merged.smooth","lower.merged.pred","upper.merged.pred"
2020-03-22,1,NA,1,NA,NA,NA
2020-03-29,1,NA,1,NA,NA,NA
2020-04-05,2,NA,2,NA,NA,NA
2020-04-19,5,NA,5,NA,NA,NA
2020-05-10,2,NA,2,NA,NA,NA
2020-05-17,6,NA,6,NA,NA,NA
2020-05-24,3,NA,3,NA,NA,NA
2020-05-31,3,NA,3,NA,NA,NA
2020-06-07,7,NA,7,NA,NA,NA
2020-06-14,13,NA,13,NA,NA,NA
2020-06-21,15,NA,15,NA,NA,NA
2020-06-28,19,NA,19,NA,NA,NA
2020-07-05,28,NA,28,NA,NA,NA
2020-07-12,33,NA,33,NA,NA,NA
2020-07-19,40,NA,40,NA,NA,NA
2020-07-26,44,NA,44,NA,NA,NA
2020-08-02,37,NA,37,NA,NA,NA
2020-08-09,44,NA,44,NA,NA,NA
2020-08-16,40,NA,40,NA,NA,NA
2020-08-23,51,NA,51,NA,NA,NA
2020-08-30,35,NA,35,NA,NA,NA
2020-09-06,57,NA,57,NA,NA,NA
2020-09-13,48,NA,48,NA,NA,NA
2020-09-20,37,NA,37,NA,NA,NA
2020-09-27,28,NA,28,NA,NA,NA
2020-10-04,29,NA,29,NA,NA,NA
2020-10-11,26,NA,26,NA,NA,NA
2020-10-18,25,NA,25,NA,NA,NA
2020-10-25,18,NA,18,NA,NA,NA
2020-11-01,22,NA,22,NA,NA,NA
2020-11-08,25,NA,25,NA,NA,NA
2020-11-15,20,NA,20,NA,NA,NA
2020-11-22,14,NA,14,NA,NA,NA
2020-11-29,15,NA,15,NA,NA,NA
2020-12-06,35,NA,35,NA,NA,NA
2020-12-13,19,NA,19,NA,NA,NA
2020-12-20,34,NA,34,NA,NA,NA
2020-12-27,27,NA,27,NA,NA,NA
2021-01-03,30,NA,30,NA,NA,NA
2021-01-10,22,NA,22,NA,NA,NA
2021-01-17,26,NA,26,NA,NA,NA
2021-01-24,34,NA,34,NA,NA,NA
2021-01-31,35,NA,35,NA,NA,NA
2021-02-07,23,NA,23,NA,NA,NA
2021-02-14,22,NA,22,NA,NA,NA
2021-02-21,18,NA,18,NA,NA,NA
2021-02-28,19,NA,19,NA,NA,NA
2021-03-07,42,NA,42,NA,NA,NA
2021-03-14,56,NA,56,NA,NA,NA
2021-03-21,98,NA,98,NA,NA,NA
2021-03-28,128,NA,128,NA,NA,NA
2021-04-04,131,NA,131,NA,NA,NA
2021-04-11,119,NA,119,NA,NA,NA
2021-04-18,81,NA,81,NA,NA,NA
2021-04-25,74,NA,74,NA,NA,NA
2021-05-02,66,NA,66,NA,NA,NA
2021-05-09,67,NA,67,NA,NA,NA
2021-05-16,50,NA,50,NA,NA,NA
2021-05-23,53,NA,53,NA,NA,NA
2021-05-30,66,NA,66,NA,NA,NA
2021-06-06,68,NA,68,NA,NA,NA
2021-06-13,82,NA,82,NA,NA,NA
2021-06-20,69,NA,69,NA,NA,NA
2021-06-27,63,NA,63,NA,NA,NA
2021-07-04,57,NA,57,NA,NA,NA
2021-07-11,58,NA,58,NA,NA,NA
2021-07-18,47,NA,47,NA,NA,NA
2021-07-25,NA,30,30,NA,30,32
2021-08-01,NA,27,27,NA,27,29
2021-08-08,NA,27,27,NA,27,29
2021-08-15,NA,20,20,NA,20,21
2021-08-22,NA,14,14,NA,14,15
2021-08-29,NA,12,12,NA,12,13
2021-09-05,NA,10,10,NA,10,11
2021-09-12,NA,12,12,NA,12,13
2021-09-19,NA,4,4,NA,4,6
