"dt_sin_pri","n.casos"
2020-01-05,3
2020-01-12,3
2020-01-26,4
2020-02-09,2
2020-02-16,4
2020-02-23,7
2020-03-01,6
2020-03-08,2
2020-03-15,32
2020-03-22,57
2020-03-29,55
2020-04-05,54
2020-04-12,43
2020-04-19,47
2020-04-26,56
2020-05-03,72
2020-05-10,88
2020-05-17,79
2020-05-24,102
2020-05-31,119
2020-06-07,159
2020-06-14,155
2020-06-21,178
2020-06-28,215
2020-07-05,234
2020-07-12,233
2020-07-19,254
2020-07-26,224
2020-08-02,240
2020-08-09,233
2020-08-16,235
2020-08-23,203
2020-08-30,191
2020-09-06,195
2020-09-13,173
2020-09-20,180
2020-09-27,205
2020-10-04,230
2020-10-11,179
2020-10-18,143
2020-10-25,111
2020-11-01,120
2020-11-08,143
2020-11-15,172
2020-11-22,169
2020-11-29,160
2020-12-06,169
2020-12-13,164
2020-12-20,161
2020-12-27,180
2021-01-03,208
2021-01-10,220
2021-01-17,156
2021-01-24,135
2021-01-31,137
2021-02-07,153
2021-02-14,199
2021-02-21,243
2021-02-28,285
2021-03-07,403
2021-03-14,405
2021-03-21,414
2021-03-28,334
2021-04-04,270
2021-04-11,226
2021-04-18,246
2021-04-25,256
2021-05-02,234
2021-05-09,299
2021-05-16,289
2021-05-23,305
2021-05-30,381
2021-06-06,362
2021-06-13,332
2021-06-20,295
2021-06-27,219
2021-07-04,169
2021-07-11,167
2021-07-18,123
2021-07-25,134
2021-08-01,120
2021-08-08,116
2021-08-15,66
2021-08-22,87
2021-08-29,59
2021-09-05,65
2021-09-12,63
2021-09-19,65
2021-09-26,59
2021-10-03,27
