"data","n.casos","estimate","estimate.merged","estimate.merged.smooth","lower.merged.pred","upper.merged.pred"
2020-03-15,4,NA,4,NA,NA,NA
2020-03-22,9,NA,9,NA,NA,NA
2020-03-29,13,NA,13,NA,NA,NA
2020-04-05,23,NA,23,NA,NA,NA
2020-04-12,38,NA,38,NA,NA,NA
2020-04-19,43,NA,43,NA,NA,NA
2020-04-26,56,NA,56,NA,NA,NA
2020-05-03,79,NA,79,NA,NA,NA
2020-05-10,96,NA,96,NA,NA,NA
2020-05-17,101,NA,101,NA,NA,NA
2020-05-24,101,NA,101,NA,NA,NA
2020-05-31,74,NA,74,NA,NA,NA
2020-06-07,73,NA,73,NA,NA,NA
2020-06-14,80,NA,80,NA,NA,NA
2020-06-21,54,NA,54,NA,NA,NA
2020-06-28,35,NA,35,NA,NA,NA
2020-07-05,32,NA,32,NA,NA,NA
2020-07-12,44,NA,44,NA,NA,NA
2020-07-19,36,NA,36,NA,NA,NA
2020-07-26,21,NA,21,NA,NA,NA
2020-08-02,19,NA,19,NA,NA,NA
2020-08-09,28,NA,28,NA,NA,NA
2020-08-16,47,NA,47,NA,NA,NA
2020-08-23,34,NA,34,NA,NA,NA
2020-08-30,26,NA,26,NA,NA,NA
2020-09-06,29,NA,29,NA,NA,NA
2020-09-13,22,NA,22,NA,NA,NA
2020-09-20,18,NA,18,NA,NA,NA
2020-09-27,16,NA,16,NA,NA,NA
2020-10-04,11,NA,11,NA,NA,NA
2020-10-11,11,NA,11,NA,NA,NA
2020-10-18,14,NA,14,NA,NA,NA
2020-10-25,23,NA,23,NA,NA,NA
2020-11-01,27,NA,27,NA,NA,NA
2020-11-08,25,NA,25,NA,NA,NA
2020-11-15,45,NA,45,NA,NA,NA
2020-11-22,28,NA,28,NA,NA,NA
2020-11-29,26,NA,26,NA,NA,NA
2020-12-06,32,NA,32,NA,NA,NA
2020-12-13,24,NA,24,NA,NA,NA
2020-12-20,24,NA,24,NA,NA,NA
2020-12-27,25,NA,25,NA,NA,NA
2021-01-03,28,NA,28,NA,NA,NA
2021-01-10,21,NA,21,NA,NA,NA
2021-01-17,11,NA,11,NA,NA,NA
2021-01-24,18,NA,18,NA,NA,NA
2021-01-31,17,NA,17,NA,NA,NA
2021-02-07,18,NA,18,NA,NA,NA
2021-02-14,21,NA,21,NA,NA,NA
2021-02-21,34,NA,34,NA,NA,NA
2021-02-28,25,NA,25,NA,NA,NA
2021-03-07,51,NA,51,NA,NA,NA
2021-03-14,69,NA,69,NA,NA,NA
2021-03-21,111,NA,111,NA,NA,NA
2021-03-28,71,NA,71,NA,NA,NA
2021-04-04,74,NA,74,NA,NA,NA
2021-04-11,65,NA,65,NA,NA,NA
2021-04-18,59,NA,59,NA,NA,NA
2021-04-25,43,NA,43,NA,NA,NA
2021-05-02,46,NA,46,NA,NA,NA
2021-05-09,38,NA,38,NA,NA,NA
2021-05-16,33,NA,33,NA,NA,NA
2021-05-23,52,NA,52,NA,NA,NA
2021-05-30,36,NA,36,NA,NA,NA
2021-06-06,44,NA,44,NA,NA,NA
2021-06-13,26,NA,26,NA,NA,NA
2021-06-20,15,NA,15,NA,NA,NA
2021-06-27,16,NA,16,NA,NA,NA
2021-07-04,16,NA,16,NA,NA,NA
2021-07-11,10,NA,10,NA,NA,NA
2021-07-18,1,NA,1,NA,NA,NA
2021-07-25,3,NA,3,NA,NA,NA
2021-08-01,5,NA,5,NA,NA,NA
2021-08-08,2,NA,2,NA,NA,NA
2021-08-15,4,NA,4,NA,NA,NA
2021-08-22,NA,3,3,NA,3,4
2021-08-29,NA,7,7,NA,7,8
2021-09-05,NA,2,2,NA,2,3
2021-09-12,NA,1,1,NA,1,3
2021-09-19,NA,1,1,NA,1,4
2021-09-26,NA,4,4,NA,4,7
2021-10-03,NA,2,2,NA,1,5
2021-10-10,NA,1,1,NA,0,5
2021-10-17,NA,2,2,NA,0,8
