"data","n.casos","estimate","estimate.merged","estimate.merged.smooth","lower.merged.pred","upper.merged.pred"
2020-03-22,1,NA,1,NA,NA,NA
2020-03-29,4,NA,4,NA,NA,NA
2020-04-05,7,NA,7,NA,NA,NA
2020-04-12,8,NA,8,NA,NA,NA
2020-04-19,5,NA,5,NA,NA,NA
2020-04-26,19,NA,19,NA,NA,NA
2020-05-03,14,NA,14,NA,NA,NA
2020-05-10,21,NA,21,NA,NA,NA
2020-05-17,30,NA,30,NA,NA,NA
2020-05-24,31,NA,31,NA,NA,NA
2020-05-31,37,NA,37,NA,NA,NA
2020-06-07,31,NA,31,NA,NA,NA
2020-06-14,39,NA,39,NA,NA,NA
2020-06-21,35,NA,35,NA,NA,NA
2020-06-28,44,NA,44,NA,NA,NA
2020-07-05,19,NA,19,NA,NA,NA
2020-07-12,25,NA,25,NA,NA,NA
2020-07-19,25,NA,25,NA,NA,NA
2020-07-26,21,NA,21,NA,NA,NA
2020-08-02,17,NA,17,NA,NA,NA
2020-08-09,18,NA,18,NA,NA,NA
2020-08-16,15,NA,15,NA,NA,NA
2020-08-23,18,NA,18,NA,NA,NA
2020-08-30,17,NA,17,NA,NA,NA
2020-09-06,26,NA,26,NA,NA,NA
2020-09-13,22,NA,22,NA,NA,NA
2020-09-20,17,NA,17,NA,NA,NA
2020-09-27,13,NA,13,NA,NA,NA
2020-10-04,14,NA,14,NA,NA,NA
2020-10-11,5,NA,5,NA,NA,NA
2020-10-18,10,NA,10,NA,NA,NA
2020-10-25,10,NA,10,NA,NA,NA
2020-11-01,8,NA,8,NA,NA,NA
2020-11-08,13,NA,13,NA,NA,NA
2020-11-15,11,NA,11,NA,NA,NA
2020-11-22,16,NA,16,NA,NA,NA
2020-11-29,10,NA,10,NA,NA,NA
2020-12-06,25,NA,25,NA,NA,NA
2020-12-13,17,NA,17,NA,NA,NA
2020-12-20,15,NA,15,NA,NA,NA
2020-12-27,16,NA,16,NA,NA,NA
2021-01-03,14,NA,14,NA,NA,NA
2021-01-10,15,NA,15,NA,NA,NA
2021-01-17,13,NA,13,NA,NA,NA
2021-01-24,6,NA,6,NA,NA,NA
2021-01-31,10,NA,10,NA,NA,NA
2021-02-07,8,NA,8,NA,NA,NA
2021-02-14,13,NA,13,NA,NA,NA
2021-02-21,9,NA,9,NA,NA,NA
2021-02-28,7,NA,7,NA,NA,NA
2021-03-07,15,NA,15,NA,NA,NA
2021-03-14,15,NA,15,NA,NA,NA
2021-03-21,42,NA,42,NA,NA,NA
2021-03-28,51,NA,51,NA,NA,NA
2021-04-04,62,NA,62,NA,NA,NA
2021-04-11,59,NA,59,NA,NA,NA
2021-04-18,61,NA,61,NA,NA,NA
2021-04-25,52,NA,52,NA,NA,NA
2021-05-02,29,NA,29,NA,NA,NA
2021-05-09,34,NA,34,NA,NA,NA
2021-05-16,32,NA,32,NA,NA,NA
2021-05-23,25,NA,25,NA,NA,NA
2021-05-30,31,NA,31,NA,NA,NA
2021-06-06,26,NA,26,NA,NA,NA
2021-06-13,25,NA,25,NA,NA,NA
2021-06-20,29,NA,29,NA,NA,NA
2021-06-27,22,NA,22,NA,NA,NA
2021-07-04,19,NA,18,NA,NA,NA
2021-07-11,NA,20,20,NA,20,20
2021-07-18,NA,14,14,NA,14,17
2021-07-25,NA,12,12,NA,12,15
2021-08-01,NA,7,7,NA,7,10
2021-08-08,NA,6,6,NA,5,9
2021-08-15,NA,2,2,NA,1,6
2021-08-22,NA,3,3,NA,1,7
2021-08-29,NA,7,7,NA,3,14
2021-09-05,NA,7,7,NA,2,20
