"dt_sin_pri","n.casos"
2020-03-15,3
2020-03-22,15
2020-03-29,30
2020-04-05,13
2020-04-12,14
2020-04-19,9
2020-04-26,11
2020-05-03,35
2020-05-10,37
2020-05-17,35
2020-05-24,61
2020-05-31,55
2020-06-07,83
2020-06-14,65
2020-06-21,73
2020-06-28,89
2020-07-05,113
2020-07-12,117
2020-07-19,103
2020-07-26,119
2020-08-02,111
2020-08-09,81
2020-08-16,75
2020-08-23,85
2020-08-30,72
2020-09-06,62
2020-09-13,52
2020-09-20,34
2020-09-27,23
2020-10-04,23
2020-10-11,26
2020-10-18,17
2020-10-25,22
2020-11-01,24
2020-11-08,43
2020-11-15,55
2020-11-22,73
2020-11-29,70
2020-12-06,78
2020-12-13,92
2020-12-20,108
2020-12-27,139
2021-01-03,163
2021-01-10,157
2021-01-17,123
2021-01-24,135
2021-01-31,103
2021-02-07,79
2021-02-14,98
2021-02-21,106
2021-02-28,114
2021-03-07,168
2021-03-14,170
2021-03-21,203
2021-03-28,176
2021-04-04,156
2021-04-11,151
2021-04-18,171
2021-04-25,193
2021-05-02,220
2021-05-09,217
2021-05-16,266
2021-05-23,244
2021-05-30,200
2021-06-06,218
2021-06-13,126
2021-06-20,150
2021-06-27,99
2021-07-04,85
2021-07-11,76
2021-07-18,59
2021-07-25,37
2021-08-01,55
2021-08-08,42
2021-08-15,27
2021-08-22,30
2021-08-29,28
2021-09-05,14
2021-09-12,7
