"dt_sin_pri","n.casos"
2019-12-29,1
2020-01-05,1
2020-01-12,1
2020-01-26,1
2020-02-02,5
2020-02-09,6
2020-02-16,4
2020-02-23,3
2020-03-01,7
2020-03-08,19
2020-03-15,37
2020-03-22,77
2020-03-29,80
2020-04-05,50
2020-04-12,46
2020-04-19,42
2020-04-26,34
2020-05-03,77
2020-05-10,91
2020-05-17,100
2020-05-24,114
2020-05-31,102
2020-06-07,136
2020-06-14,134
2020-06-21,154
2020-06-28,174
2020-07-05,198
2020-07-12,215
2020-07-19,187
2020-07-26,207
2020-08-02,189
2020-08-09,151
2020-08-16,145
2020-08-23,140
2020-08-30,138
2020-09-06,101
2020-09-13,115
2020-09-20,80
2020-09-27,74
2020-10-04,69
2020-10-11,75
2020-10-18,73
2020-10-25,70
2020-11-01,58
2020-11-08,85
2020-11-15,106
2020-11-22,124
2020-11-29,106
2020-12-06,126
2020-12-13,154
2020-12-20,155
2020-12-27,216
2021-01-03,231
2021-01-10,214
2021-01-17,182
2021-01-24,182
2021-01-31,159
2021-02-07,133
2021-02-14,130
2021-02-21,156
2021-02-28,163
2021-03-07,224
2021-03-14,240
2021-03-21,266
2021-03-28,224
2021-04-04,192
2021-04-11,207
2021-04-18,222
2021-04-25,232
2021-05-02,252
2021-05-09,251
2021-05-16,312
2021-05-23,310
2021-05-30,258
2021-06-06,265
2021-06-13,177
2021-06-20,194
2021-06-27,138
2021-07-04,137
2021-07-11,112
2021-07-18,108
2021-07-25,87
2021-08-01,87
2021-08-08,85
2021-08-15,89
2021-08-22,80
2021-08-29,85
2021-09-05,49
2021-09-12,49
2021-09-19,45
2021-09-26,56
2021-10-03,16
