"dt_sin_pri","n.casos"
2020-03-15,2
2020-03-22,3
2020-03-29,10
2020-04-05,5
2020-04-12,2
2020-04-19,2
2020-04-26,3
2020-05-03,2
2020-05-10,5
2020-05-17,10
2020-05-24,4
2020-05-31,2
2020-06-07,6
2020-06-14,7
2020-06-21,10
2020-06-28,13
2020-07-05,5
2020-07-12,9
2020-07-19,11
2020-07-26,6
2020-08-02,15
2020-08-09,5
2020-08-16,9
2020-08-23,14
2020-08-30,8
2020-09-06,4
2020-09-13,10
2020-09-20,10
2020-09-27,3
2020-10-04,2
2020-10-11,3
2020-10-25,3
2020-11-08,6
2020-11-15,5
2020-11-22,10
2020-11-29,11
2020-12-06,9
2020-12-13,5
2020-12-20,11
2020-12-27,15
2021-01-03,19
2021-01-10,14
2021-01-17,22
2021-01-24,40
2021-01-31,28
2021-02-07,16
2021-02-14,23
2021-02-21,26
2021-02-28,43
2021-03-07,47
2021-03-14,41
2021-03-21,34
2021-03-28,36
2021-04-04,35
2021-04-11,29
2021-04-18,28
2021-04-25,27
2021-05-02,41
2021-05-09,34
2021-05-16,56
2021-05-23,48
2021-05-30,41
2021-06-06,31
2021-06-13,26
2021-06-20,19
2021-06-27,9
2021-07-04,8
2021-07-11,9
2021-07-18,8
2021-07-25,5
2021-08-01,9
2021-08-08,14
2021-08-15,3
2021-08-22,11
2021-08-29,16
2021-09-05,17
2021-09-12,7
2021-09-19,3
