"data","n.casos","estimate","estimate.merged","estimate.merged.smooth","lower.merged.pred","upper.merged.pred"
2020-03-22,1,NA,1,NA,NA,NA
2020-04-05,1,NA,1,NA,NA,NA
2020-04-12,1,NA,1,NA,NA,NA
2020-05-03,3,NA,3,NA,NA,NA
2020-05-10,1,NA,1,NA,NA,NA
2020-05-17,2,NA,2,NA,NA,NA
2020-05-24,2,NA,2,NA,NA,NA
2020-05-31,5,NA,5,NA,NA,NA
2020-06-07,5,NA,5,NA,NA,NA
2020-06-14,8,NA,8,NA,NA,NA
2020-06-21,5,NA,5,NA,NA,NA
2020-06-28,6,NA,6,NA,NA,NA
2020-07-05,14,NA,14,NA,NA,NA
2020-07-12,13,NA,13,NA,NA,NA
2020-07-19,21,NA,21,NA,NA,NA
2020-07-26,23,NA,23,NA,NA,NA
2020-08-02,16,NA,16,NA,NA,NA
2020-08-09,20,NA,20,NA,NA,NA
2020-08-16,14,NA,14,NA,NA,NA
2020-08-23,12,NA,12,NA,NA,NA
2020-08-30,12,NA,12,NA,NA,NA
2020-09-06,13,NA,13,NA,NA,NA
2020-09-13,5,NA,5,NA,NA,NA
2020-09-20,3,NA,3,NA,NA,NA
2020-09-27,4,NA,4,NA,NA,NA
2020-10-04,1,NA,1,NA,NA,NA
2020-10-25,3,NA,3,NA,NA,NA
2020-11-01,1,NA,1,NA,NA,NA
2020-11-08,3,NA,3,NA,NA,NA
2020-11-15,10,NA,10,NA,NA,NA
2020-11-22,7,NA,7,NA,NA,NA
2020-11-29,3,NA,3,NA,NA,NA
2020-12-06,7,NA,7,NA,NA,NA
2020-12-13,7,NA,7,NA,NA,NA
2020-12-20,4,NA,4,NA,NA,NA
2020-12-27,7,NA,7,NA,NA,NA
2021-01-03,14,NA,14,NA,NA,NA
2021-01-10,18,NA,18,NA,NA,NA
2021-01-17,18,NA,18,NA,NA,NA
2021-01-24,10,NA,10,NA,NA,NA
2021-01-31,17,NA,17,NA,NA,NA
2021-02-07,11,NA,11,NA,NA,NA
2021-02-14,10,NA,10,NA,NA,NA
2021-02-21,8,NA,8,NA,NA,NA
2021-02-28,13,NA,13,NA,NA,NA
2021-03-07,19,NA,19,NA,NA,NA
2021-03-14,29,NA,29,NA,NA,NA
2021-03-21,20,NA,20,NA,NA,NA
2021-03-28,14,NA,14,NA,NA,NA
2021-04-04,19,NA,19,NA,NA,NA
2021-04-11,21,NA,21,NA,NA,NA
2021-04-18,28,NA,28,NA,NA,NA
2021-04-25,42,NA,42,NA,NA,NA
2021-05-02,38,NA,38,NA,NA,NA
2021-05-09,28,NA,28,NA,NA,NA
2021-05-16,34,NA,34,NA,NA,NA
2021-05-23,41,NA,41,NA,NA,NA
2021-05-30,44,NA,44,NA,NA,NA
2021-06-06,47,NA,47,NA,NA,NA
2021-06-13,46,NA,46,NA,NA,NA
2021-06-20,27,NA,27,NA,NA,NA
2021-06-27,35,NA,35,NA,NA,NA
2021-07-04,NA,31,31,NA,31,35
2021-07-11,NA,15,15,NA,15,19
2021-07-18,NA,12,12,NA,12,15
2021-07-25,NA,18,18,NA,17,22
2021-08-01,NA,14,14,NA,11,20
2021-08-08,NA,20,20,NA,15,28
2021-08-15,NA,19,19,NA,13,29
2021-08-22,NA,18,18,NA,10,33
2021-08-29,NA,21,21,NA,8,51
