"dt_notific","n.notific"
2020-01-12,1
2020-01-19,1
2020-02-02,1
2020-02-23,1
2020-03-01,1
2020-03-08,2
2020-03-15,6
2020-03-22,10
2020-03-29,6
2020-04-05,17
2020-04-12,15
2020-04-19,8
2020-04-26,14
2020-05-03,19
2020-05-10,12
2020-05-17,13
2020-05-24,12
2020-05-31,6
2020-06-07,20
2020-06-14,21
2020-06-21,31
2020-06-28,37
2020-07-05,34
2020-07-12,38
2020-07-19,36
2020-07-26,33
2020-08-02,32
2020-08-09,36
2020-08-16,52
2020-08-23,44
2020-08-30,50
2020-09-06,51
2020-09-13,49
2020-09-20,40
2020-09-27,38
2020-10-04,40
2020-10-11,51
2020-10-18,39
2020-10-25,41
2020-11-01,48
2020-11-08,35
2020-11-15,31
2020-11-22,32
2020-11-29,45
2020-12-06,43
2020-12-13,51
2020-12-20,52
2020-12-27,52
2021-01-03,72
2021-01-10,93
2021-01-17,97
2021-01-24,76
2021-01-31,63
2021-02-07,56
2021-02-14,56
2021-02-21,45
2021-02-28,63
2021-03-07,69
2021-03-14,78
2021-03-21,112
2021-03-28,109
2021-04-04,133
2021-04-11,127
2021-04-18,105
2021-04-25,131
2021-05-02,115
2021-05-09,129
2021-05-16,112
2021-05-23,130
2021-05-30,117
2021-06-06,102
2021-06-13,109
2021-06-20,113
2021-06-27,119
2021-07-04,85
2021-07-11,59
2021-07-18,79
2021-07-25,68
2021-08-01,77
2021-08-08,50
2021-08-15,66
2021-08-22,53
2021-08-29,51
2021-09-05,20
2021-09-12,34
2021-09-19,18
