"dt_sin_pri","n.casos"
2020-03-01,1
2020-03-08,2
2020-03-15,2
2020-03-22,3
2020-03-29,6
2020-04-05,2
2020-04-12,2
2020-04-19,6
2020-04-26,7
2020-05-03,6
2020-05-10,11
2020-05-17,12
2020-05-24,9
2020-05-31,12
2020-06-07,6
2020-06-14,7
2020-06-21,5
2020-06-28,13
2020-07-05,15
2020-07-12,9
2020-07-19,7
2020-07-26,17
2020-08-02,9
2020-08-09,12
2020-08-16,13
2020-08-23,10
2020-08-30,12
2020-09-06,7
2020-09-13,5
2020-09-20,10
2020-09-27,13
2020-10-04,12
2020-10-11,16
2020-10-18,8
2020-10-25,10
2020-11-01,6
2020-11-08,10
2020-11-15,8
2020-11-22,10
2020-11-29,6
2020-12-06,15
2020-12-13,14
2020-12-20,20
2020-12-27,12
2021-01-03,18
2021-01-10,14
2021-01-17,22
2021-01-24,16
2021-01-31,25
2021-02-07,27
2021-02-14,30
2021-02-21,48
2021-02-28,42
2021-03-07,34
2021-03-14,44
2021-03-21,52
2021-03-28,27
2021-04-04,13
2021-04-11,11
2021-04-18,18
2021-04-25,16
2021-05-02,16
2021-05-09,25
2021-05-16,34
2021-05-23,31
2021-05-30,54
2021-06-06,37
2021-06-13,24
2021-06-20,27
2021-06-27,34
2021-07-04,24
2021-07-11,13
2021-07-18,5
2021-07-25,9
2021-08-01,14
2021-08-08,3
2021-08-15,5
2021-08-22,1
2021-08-29,5
2021-09-05,2
2021-09-12,2
2021-09-19,2
