"data","n.casos","estimate","estimate.merged","estimate.merged.smooth","lower.merged.pred","upper.merged.pred"
2020-03-15,4,NA,4,NA,NA,NA
2020-03-22,15,NA,15,NA,NA,NA
2020-03-29,24,NA,24,NA,NA,NA
2020-04-05,25,NA,25,NA,NA,NA
2020-04-12,12,NA,12,NA,NA,NA
2020-04-19,26,NA,26,NA,NA,NA
2020-04-26,30,NA,30,NA,NA,NA
2020-05-03,26,NA,26,NA,NA,NA
2020-05-10,33,NA,33,NA,NA,NA
2020-05-17,24,NA,24,NA,NA,NA
2020-05-24,15,NA,15,NA,NA,NA
2020-05-31,11,NA,11,NA,NA,NA
2020-06-07,36,NA,36,NA,NA,NA
2020-06-14,43,NA,43,NA,NA,NA
2020-06-21,54,NA,54,NA,NA,NA
2020-06-28,48,NA,48,NA,NA,NA
2020-07-05,55,NA,55,NA,NA,NA
2020-07-12,63,NA,63,NA,NA,NA
2020-07-19,72,NA,72,NA,NA,NA
2020-07-26,52,NA,52,NA,NA,NA
2020-08-02,59,NA,59,NA,NA,NA
2020-08-09,55,NA,55,NA,NA,NA
2020-08-16,59,NA,59,NA,NA,NA
2020-08-23,58,NA,58,NA,NA,NA
2020-08-30,49,NA,49,NA,NA,NA
2020-09-06,56,NA,56,NA,NA,NA
2020-09-13,46,NA,46,NA,NA,NA
2020-09-20,52,NA,52,NA,NA,NA
2020-09-27,59,NA,59,NA,NA,NA
2020-10-04,34,NA,34,NA,NA,NA
2020-10-11,40,NA,40,NA,NA,NA
2020-10-18,25,NA,25,NA,NA,NA
2020-10-25,35,NA,35,NA,NA,NA
2020-11-01,20,NA,20,NA,NA,NA
2020-11-08,34,NA,34,NA,NA,NA
2020-11-15,42,NA,42,NA,NA,NA
2020-11-22,54,NA,54,NA,NA,NA
2020-11-29,75,NA,75,NA,NA,NA
2020-12-06,71,NA,71,NA,NA,NA
2020-12-13,63,NA,63,NA,NA,NA
2020-12-20,61,NA,61,NA,NA,NA
2020-12-27,45,NA,45,NA,NA,NA
2021-01-03,72,NA,72,NA,NA,NA
2021-01-10,65,NA,65,NA,NA,NA
2021-01-17,66,NA,66,NA,NA,NA
2021-01-24,65,NA,65,NA,NA,NA
2021-01-31,54,NA,54,NA,NA,NA
2021-02-07,52,NA,52,NA,NA,NA
2021-02-14,77,NA,77,NA,NA,NA
2021-02-21,102,NA,102,NA,NA,NA
2021-02-28,105,NA,105,NA,NA,NA
2021-03-07,105,NA,105,NA,NA,NA
2021-03-14,119,NA,119,NA,NA,NA
2021-03-21,140,NA,140,NA,NA,NA
2021-03-28,122,NA,122,NA,NA,NA
2021-04-04,116,NA,116,NA,NA,NA
2021-04-11,115,NA,115,NA,NA,NA
2021-04-18,94,NA,94,NA,NA,NA
2021-04-25,98,NA,98,NA,NA,NA
2021-05-02,109,NA,109,NA,NA,NA
2021-05-09,90,NA,90,NA,NA,NA
2021-05-16,101,NA,101,NA,NA,NA
2021-05-23,114,NA,114,NA,NA,NA
2021-05-30,134,NA,134,NA,NA,NA
2021-06-06,107,NA,107,NA,NA,NA
2021-06-13,107,NA,107,NA,NA,NA
2021-06-20,81,NA,81,NA,NA,NA
2021-06-27,69,NA,69,NA,NA,NA
2021-07-04,59,NA,59,NA,NA,NA
2021-07-11,53,NA,53,NA,NA,NA
2021-07-18,48,NA,48,NA,NA,NA
2021-07-25,NA,42,42,NA,42,42
2021-08-01,NA,29,29,NA,29,29
2021-08-08,NA,49,49,NA,49,50
2021-08-15,NA,39,39,NA,39,40
2021-08-22,NA,29,29,NA,29,31
2021-08-29,NA,35,35,NA,35,37
2021-09-05,NA,27,27,NA,25,31
2021-09-12,NA,31,31,NA,24,39
2021-09-19,NA,33,33,NA,19,49
