"data","n.casos","estimate","estimate.merged","estimate.merged.smooth","lower.merged.pred","upper.merged.pred"
2020-03-22,1,NA,1,NA,NA,NA
2020-03-29,7,NA,7,NA,NA,NA
2020-04-05,3,NA,3,NA,NA,NA
2020-04-12,4,NA,4,NA,NA,NA
2020-04-19,12,NA,12,NA,NA,NA
2020-04-26,17,NA,17,NA,NA,NA
2020-05-03,13,NA,13,NA,NA,NA
2020-05-10,13,NA,13,NA,NA,NA
2020-05-17,9,NA,9,NA,NA,NA
2020-05-24,6,NA,6,NA,NA,NA
2020-05-31,5,NA,5,NA,NA,NA
2020-06-07,20,NA,20,NA,NA,NA
2020-06-14,32,NA,32,NA,NA,NA
2020-06-21,39,NA,39,NA,NA,NA
2020-06-28,31,NA,31,NA,NA,NA
2020-07-05,32,NA,32,NA,NA,NA
2020-07-12,42,NA,42,NA,NA,NA
2020-07-19,50,NA,50,NA,NA,NA
2020-07-26,36,NA,36,NA,NA,NA
2020-08-02,41,NA,41,NA,NA,NA
2020-08-09,38,NA,38,NA,NA,NA
2020-08-16,42,NA,42,NA,NA,NA
2020-08-23,46,NA,46,NA,NA,NA
2020-08-30,34,NA,34,NA,NA,NA
2020-09-06,39,NA,39,NA,NA,NA
2020-09-13,31,NA,31,NA,NA,NA
2020-09-20,41,NA,41,NA,NA,NA
2020-09-27,43,NA,43,NA,NA,NA
2020-10-04,18,NA,18,NA,NA,NA
2020-10-11,24,NA,24,NA,NA,NA
2020-10-18,17,NA,17,NA,NA,NA
2020-10-25,23,NA,23,NA,NA,NA
2020-11-01,10,NA,10,NA,NA,NA
2020-11-08,23,NA,23,NA,NA,NA
2020-11-15,29,NA,29,NA,NA,NA
2020-11-22,43,NA,43,NA,NA,NA
2020-11-29,65,NA,65,NA,NA,NA
2020-12-06,63,NA,63,NA,NA,NA
2020-12-13,53,NA,53,NA,NA,NA
2020-12-20,51,NA,51,NA,NA,NA
2020-12-27,32,NA,32,NA,NA,NA
2021-01-03,60,NA,60,NA,NA,NA
2021-01-10,45,NA,45,NA,NA,NA
2021-01-17,51,NA,51,NA,NA,NA
2021-01-24,51,NA,51,NA,NA,NA
2021-01-31,33,NA,33,NA,NA,NA
2021-02-07,36,NA,36,NA,NA,NA
2021-02-14,57,NA,57,NA,NA,NA
2021-02-21,93,NA,93,NA,NA,NA
2021-02-28,97,NA,97,NA,NA,NA
2021-03-07,95,NA,95,NA,NA,NA
2021-03-14,105,NA,105,NA,NA,NA
2021-03-21,131,NA,131,NA,NA,NA
2021-03-28,105,NA,105,NA,NA,NA
2021-04-04,102,NA,102,NA,NA,NA
2021-04-11,99,NA,99,NA,NA,NA
2021-04-18,83,NA,83,NA,NA,NA
2021-04-25,75,NA,75,NA,NA,NA
2021-05-02,97,NA,97,NA,NA,NA
2021-05-09,75,NA,75,NA,NA,NA
2021-05-16,83,NA,83,NA,NA,NA
2021-05-23,91,NA,91,NA,NA,NA
2021-05-30,106,NA,106,NA,NA,NA
2021-06-06,73,NA,73,NA,NA,NA
2021-06-13,82,NA,82,NA,NA,NA
2021-06-20,62,NA,62,NA,NA,NA
2021-06-27,53,NA,53,NA,NA,NA
2021-07-04,38,NA,38,NA,NA,NA
2021-07-11,30,NA,30,NA,NA,NA
2021-07-18,23,NA,23,NA,NA,NA
2021-07-25,NA,21,21,NA,21,22
2021-08-01,NA,17,17,NA,17,18
2021-08-08,NA,25,25,NA,25,26
2021-08-15,NA,12,12,NA,12,13
2021-08-22,NA,9,9,NA,9,11
2021-08-29,NA,17,17,NA,17,19
2021-09-05,NA,7,7,NA,6,9
2021-09-12,NA,8,8,NA,5,15
2021-09-19,NA,9,9,NA,1,20
