"data","n.casos","estimate","estimate.merged","estimate.merged.smooth","lower.merged.pred","upper.merged.pred"
2020-03-29,1,NA,1,NA,NA,NA
2020-04-19,5,NA,5,NA,NA,NA
2020-04-26,4,NA,4,NA,NA,NA
2020-05-17,2,NA,2,NA,NA,NA
2020-05-24,3,NA,3,NA,NA,NA
2020-05-31,9,NA,9,NA,NA,NA
2020-06-07,14,NA,14,NA,NA,NA
2020-06-14,7,NA,7,NA,NA,NA
2020-06-21,17,NA,17,NA,NA,NA
2020-06-28,12,NA,12,NA,NA,NA
2020-07-05,16,NA,16,NA,NA,NA
2020-07-12,18,NA,18,NA,NA,NA
2020-07-19,14,NA,14,NA,NA,NA
2020-07-26,11,NA,11,NA,NA,NA
2020-08-02,23,NA,23,NA,NA,NA
2020-08-09,19,NA,19,NA,NA,NA
2020-08-16,20,NA,20,NA,NA,NA
2020-08-23,21,NA,21,NA,NA,NA
2020-08-30,23,NA,23,NA,NA,NA
2020-09-06,14,NA,14,NA,NA,NA
2020-09-13,12,NA,12,NA,NA,NA
2020-09-20,19,NA,19,NA,NA,NA
2020-09-27,16,NA,16,NA,NA,NA
2020-10-04,15,NA,15,NA,NA,NA
2020-10-11,22,NA,22,NA,NA,NA
2020-10-18,23,NA,23,NA,NA,NA
2020-10-25,24,NA,24,NA,NA,NA
2020-11-01,11,NA,11,NA,NA,NA
2020-11-08,17,NA,17,NA,NA,NA
2020-11-15,26,NA,26,NA,NA,NA
2020-11-22,30,NA,30,NA,NA,NA
2020-11-29,22,NA,22,NA,NA,NA
2020-12-06,30,NA,30,NA,NA,NA
2020-12-13,40,NA,40,NA,NA,NA
2020-12-20,67,NA,67,NA,NA,NA
2020-12-27,67,NA,67,NA,NA,NA
2021-01-03,61,NA,61,NA,NA,NA
2021-01-10,64,NA,64,NA,NA,NA
2021-01-17,50,NA,50,NA,NA,NA
2021-01-24,45,NA,45,NA,NA,NA
2021-01-31,40,NA,40,NA,NA,NA
2021-02-07,27,NA,27,NA,NA,NA
2021-02-14,29,NA,29,NA,NA,NA
2021-02-21,59,NA,59,NA,NA,NA
2021-02-28,59,NA,59,NA,NA,NA
2021-03-07,90,NA,90,NA,NA,NA
2021-03-14,111,NA,111,NA,NA,NA
2021-03-21,106,NA,106,NA,NA,NA
2021-03-28,104,NA,104,NA,NA,NA
2021-04-04,106,NA,106,NA,NA,NA
2021-04-11,114,NA,114,NA,NA,NA
2021-04-18,102,NA,102,NA,NA,NA
2021-04-25,117,NA,117,NA,NA,NA
2021-05-02,100,NA,100,NA,NA,NA
2021-05-09,99,NA,99,NA,NA,NA
2021-05-16,109,NA,109,NA,NA,NA
2021-05-23,95,NA,95,NA,NA,NA
2021-05-30,104,NA,104,NA,NA,NA
2021-06-06,98,NA,98,NA,NA,NA
2021-06-13,83,NA,83,NA,NA,NA
2021-06-20,83,NA,83,NA,NA,NA
2021-06-27,49,NA,49,NA,NA,NA
2021-07-04,54,NA,54,NA,NA,NA
2021-07-11,39,NA,39,NA,NA,NA
2021-07-18,36,NA,36,NA,NA,NA
2021-07-25,37,NA,37,NA,NA,NA
2021-08-01,34,NA,34,NA,NA,NA
2021-08-08,24,NA,24,NA,NA,NA
2021-08-15,19,NA,19,NA,NA,NA
2021-08-22,NA,15,15,NA,15,17
2021-08-29,NA,9,9,NA,9,11
2021-09-05,NA,18,18,NA,18,21
2021-09-12,NA,13,13,NA,13,16
2021-09-19,NA,18,18,NA,18,21
2021-09-26,NA,20,20,NA,19,23
2021-10-03,NA,9,9,NA,8,13
2021-10-10,NA,11,11,NA,7,17
2021-10-17,NA,13,13,NA,4,23
