"data","n.casos","estimate","estimate.merged","estimate.merged.smooth","lower.merged.pred","upper.merged.pred"
2020-04-05,1,NA,1,NA,NA,NA
2020-06-07,2,NA,2,NA,NA,NA
2020-06-14,1,NA,1,NA,NA,NA
2020-06-21,4,NA,4,NA,NA,NA
2020-06-28,4,NA,4,NA,NA,NA
2020-07-05,2,NA,2,NA,NA,NA
2020-07-12,4,NA,4,NA,NA,NA
2020-08-02,1,NA,1,NA,NA,NA
2020-08-09,3,NA,3,NA,NA,NA
2020-08-16,2,NA,2,NA,NA,NA
2020-08-23,2,NA,2,NA,NA,NA
2020-08-30,4,NA,4,NA,NA,NA
2020-09-06,3,NA,3,NA,NA,NA
2020-09-13,12,NA,12,NA,NA,NA
2020-09-20,3,NA,3,NA,NA,NA
2020-09-27,1,NA,1,NA,NA,NA
2020-10-04,6,NA,6,NA,NA,NA
2020-10-11,3,NA,3,NA,NA,NA
2020-10-18,1,NA,1,NA,NA,NA
2020-10-25,6,NA,6,NA,NA,NA
2020-11-01,7,NA,7,NA,NA,NA
2020-11-08,1,NA,1,NA,NA,NA
2020-11-15,4,NA,4,NA,NA,NA
2020-11-22,4,NA,4,NA,NA,NA
2020-11-29,6,NA,6,NA,NA,NA
2020-12-06,2,NA,2,NA,NA,NA
2020-12-13,5,NA,5,NA,NA,NA
2020-12-20,2,NA,2,NA,NA,NA
2020-12-27,7,NA,7,NA,NA,NA
2021-01-03,6,NA,6,NA,NA,NA
2021-01-10,14,NA,14,NA,NA,NA
2021-01-17,16,NA,16,NA,NA,NA
2021-01-24,13,NA,13,NA,NA,NA
2021-01-31,23,NA,23,NA,NA,NA
2021-02-07,12,NA,12,NA,NA,NA
2021-02-14,9,NA,9,NA,NA,NA
2021-02-21,5,NA,5,NA,NA,NA
2021-02-28,10,NA,10,NA,NA,NA
2021-03-07,9,NA,9,NA,NA,NA
2021-03-14,24,NA,24,NA,NA,NA
2021-03-21,17,NA,17,NA,NA,NA
2021-03-28,51,NA,51,NA,NA,NA
2021-04-04,43,NA,43,NA,NA,NA
2021-04-11,40,NA,40,NA,NA,NA
2021-04-18,43,NA,43,NA,NA,NA
2021-04-25,48,NA,48,NA,NA,NA
2021-05-02,39,NA,39,NA,NA,NA
2021-05-09,31,NA,31,NA,NA,NA
2021-05-16,43,NA,43,NA,NA,NA
2021-05-23,24,NA,24,NA,NA,NA
2021-05-30,40,NA,40,NA,NA,NA
2021-06-06,31,NA,31,NA,NA,NA
2021-06-13,53,NA,53,NA,NA,NA
2021-06-20,25,NA,25,NA,NA,NA
2021-06-27,35,NA,35,NA,NA,NA
2021-07-04,24,NA,24,NA,NA,NA
2021-07-11,20,NA,20,NA,NA,NA
2021-07-18,11,NA,11,NA,NA,NA
2021-07-25,10,NA,10,NA,NA,NA
2021-08-01,14,NA,14,NA,NA,NA
2021-08-08,NA,14,14,NA,14,14
2021-08-15,NA,5,5,NA,5,6
2021-08-22,NA,11,11,NA,11,12
2021-08-29,NA,10,10,NA,10,11
2021-09-05,NA,5,5,NA,5,6
2021-09-12,NA,5,5,NA,5,7
2021-09-19,NA,9,9,NA,9,11
2021-09-26,NA,6,6,NA,6,8
2021-10-03,NA,7,7,NA,4,12
