"dt_evoluca","n.casos"
2020-03-01,1
2020-03-08,1
2020-03-15,1
2020-03-22,4
2020-03-29,7
2020-04-05,17
2020-04-12,12
2020-04-19,13
2020-04-26,19
2020-05-03,12
2020-05-10,7
2020-05-17,15
2020-05-24,20
2020-05-31,22
2020-06-07,36
2020-06-14,18
2020-06-21,28
2020-06-28,33
2020-07-05,44
2020-07-12,28
2020-07-19,36
2020-07-26,47
2020-08-02,33
2020-08-09,40
2020-08-16,29
2020-08-23,27
2020-08-30,33
2020-09-06,23
2020-09-13,23
2020-09-20,19
2020-09-27,16
2020-10-04,23
2020-10-11,11
2020-10-18,18
2020-10-25,17
2020-11-01,19
2020-11-08,17
2020-11-15,18
2020-11-22,16
2020-11-29,22
2020-12-06,18
2020-12-13,25
2020-12-20,33
2020-12-27,26
2021-01-03,21
2021-01-10,19
2021-01-17,27
2021-01-24,27
2021-01-31,45
2021-02-07,44
2021-02-14,31
2021-02-21,41
2021-02-28,32
2021-03-07,51
2021-03-14,60
2021-03-21,109
2021-03-28,158
2021-04-04,176
2021-04-11,147
2021-04-18,115
2021-04-25,90
2021-05-02,74
2021-05-09,86
2021-05-16,60
2021-05-23,82
2021-05-30,97
2021-06-06,78
2021-06-13,102
2021-06-20,145
2021-06-27,129
2021-07-04,105
2021-07-11,98
2021-07-18,68
2021-07-25,52
2021-08-01,43
2021-08-08,34
2021-08-15,33
2021-08-22,30
2021-08-29,15
2021-09-05,17
2021-09-12,12
2021-09-19,13
2021-09-26,6
2021-10-03,11
2021-10-10,5
2021-10-17,8
