"dt_notific","n.notific"
2020-03-29,5
2020-04-05,5
2020-04-12,7
2020-04-19,6
2020-04-26,3
2020-05-03,4
2020-05-10,5
2020-05-17,11
2020-05-24,7
2020-05-31,21
2020-06-07,23
2020-06-14,23
2020-06-21,23
2020-06-28,24
2020-07-05,21
2020-07-12,43
2020-07-19,37
2020-07-26,17
2020-08-02,20
2020-08-09,30
2020-08-16,21
2020-08-23,15
2020-08-30,9
2020-09-06,10
2020-09-13,7
2020-09-20,12
2020-09-27,15
2020-10-04,8
2020-10-11,8
2020-10-18,9
2020-10-25,7
2020-11-01,11
2020-11-08,13
2020-11-15,13
2020-11-22,14
2020-11-29,16
2020-12-06,21
2020-12-13,14
2020-12-20,18
2020-12-27,21
2021-01-03,18
2021-01-10,21
2021-01-17,35
2021-01-24,18
2021-01-31,35
2021-02-07,31
2021-02-14,24
2021-02-21,25
2021-02-28,53
2021-03-07,63
2021-03-14,107
2021-03-21,144
2021-03-28,179
2021-04-04,129
2021-04-11,127
2021-04-18,85
2021-04-25,62
2021-05-02,58
2021-05-09,77
2021-05-16,65
2021-05-23,77
2021-05-30,101
2021-06-06,113
2021-06-13,108
2021-06-20,115
2021-06-27,106
2021-07-04,66
2021-07-11,42
2021-07-18,39
2021-07-25,27
2021-08-01,19
2021-08-08,15
2021-08-15,18
2021-08-22,6
2021-08-29,11
2021-09-05,8
2021-09-12,6
2021-09-19,4
2021-09-26,5
2021-10-03,3
2021-10-10,1
