"dt_sin_pri","n.casos"
2020-01-05,1
2020-02-16,2
2020-03-08,2
2020-03-15,4
2020-03-22,15
2020-03-29,24
2020-04-05,25
2020-04-12,12
2020-04-19,26
2020-04-26,30
2020-05-03,26
2020-05-10,33
2020-05-17,24
2020-05-24,15
2020-05-31,11
2020-06-07,36
2020-06-14,43
2020-06-21,54
2020-06-28,48
2020-07-05,55
2020-07-12,63
2020-07-19,72
2020-07-26,52
2020-08-02,59
2020-08-09,55
2020-08-16,59
2020-08-23,58
2020-08-30,49
2020-09-06,56
2020-09-13,46
2020-09-20,52
2020-09-27,59
2020-10-04,34
2020-10-11,40
2020-10-18,25
2020-10-25,35
2020-11-01,20
2020-11-08,34
2020-11-15,42
2020-11-22,54
2020-11-29,75
2020-12-06,71
2020-12-13,63
2020-12-20,61
2020-12-27,45
2021-01-03,72
2021-01-10,65
2021-01-17,65
2021-01-24,65
2021-01-31,54
2021-02-07,52
2021-02-14,78
2021-02-21,102
2021-02-28,105
2021-03-07,105
2021-03-14,118
2021-03-21,139
2021-03-28,122
2021-04-04,114
2021-04-11,114
2021-04-18,94
2021-04-25,98
2021-05-02,112
2021-05-09,91
2021-05-16,103
2021-05-23,115
2021-05-30,136
2021-06-06,107
2021-06-13,107
2021-06-20,79
2021-06-27,69
2021-07-04,59
2021-07-11,53
2021-07-18,48
2021-07-25,42
2021-08-01,29
2021-08-08,49
2021-08-15,39
2021-08-22,30
2021-08-29,35
2021-09-05,26
2021-09-12,28
2021-09-19,23
2021-09-26,24
2021-10-03,25
2021-10-10,27
2021-10-17,20
2021-10-24,6
